nroventa,fechaventa,idcliente,idproducto,idsucursal,tipopago,cantidad,precio,observacion
3045,2006-12-29 00:00:00.000,385,18,1,CR,2.0,518000.0,
3051,2007-02-05 00:00:00.000,398,10,10,CN,3.0,357000.0,
3053,2007-02-14 00:00:00.000,232,27,10,CR,4.0,684000.0,
3056,2007-02-19 00:00:00.000,319,26,1,CR,2.0,362000.0,
3058,2007-03-04 00:00:00.000,359,18,8,CR,4.0,1036000.0,
3059,2007-03-09 00:00:00.000,232,45,8,CR,1.0,32990.0,
3060,2007-03-16 00:00:00.000,271,45,8,CN,4.0,131960.0,
3061,2007-03-25 00:00:00.000,240,9,8,CN,1.0,139900.0,
3062,2007-04-03 00:00:00.000,459,16,8,CN,1.0,209000.0,
3067,2007-04-29 00:00:00.000,372,17,1,CR,1.0,229000.0,
3068,2007-05-05 00:00:00.000,339,14,8,CR,3.0,600000.0,
3069,2007-05-09 00:00:00.000,374,9,8,CR,2.0,279800.0,
3074,2007-05-26 00:00:00.000,353,29,8,CN,4.0,840000.0,
3075,2007-05-29 00:00:00.000,287,40,1,CN,2.0,41980.0,
3082,2007-07-13 00:00:00.000,5,13,8,CR,1.0,159900.0,
3093,2007-09-18 00:00:00.000,374,31,10,CN,1.0,281000.0,
3098,2007-10-14 00:00:00.000,232,3,1,CR,3.0,206700.0,
3100,2007-10-22 00:00:00.000,282,26,1,CR,2.0,362000.0,
3111,2007-12-14 00:00:00.000,203,11,1,CR,4.0,639600.0,
3114,2007-12-26 00:00:00.000,401,41,1,CR,1.0,30000.0,
3117,2008-01-19 00:00:00.000,6,8,10,CN,2.0,259800.0,
3118,2008-01-21 00:00:00.000,304,45,1,CN,2.0,65980.0,
3119,2008-01-29 00:00:00.000,431,35,10,CN,1.0,219000.0,
3124,2008-02-18 00:00:00.000,342,34,8,CR,2.0,398000.0,
3127,2008-03-14 00:00:00.000,372,6,8,CR,2.0,110000.0,
3129,2008-03-26 00:00:00.000,421,8,8,CR,3.0,389700.0,
3131,2008-04-10 00:00:00.000,304,35,10,CN,2.0,438000.0,
3133,2008-04-17 00:00:00.000,287,6,1,CN,2.0,110000.0,
3134,2008-04-19 00:00:00.000,323,36,1,CN,3.0,1077000.0,
3142,2008-06-22 00:00:00.000,261,25,1,CR,4.0,563600.0,
3152,2008-08-13 00:00:00.000,206,20,1,CR,3.0,332700.0,
3157,2008-09-13 00:00:00.000,443,27,10,CR,2.0,342000.0,
3158,2008-09-18 00:00:00.000,431,2,8,CN,3.0,164700.0,
3160,2008-09-28 00:00:00.000,394,22,1,CN,2.0,200000.0,
3168,2008-11-13 00:00:00.000,287,27,10,CR,4.0,684000.0,
3169,2008-11-14 00:00:00.000,329,29,1,CR,4.0,840000.0,
3170,2008-11-22 00:00:00.000,215,19,1,CR,4.0,1200000.0,
3171,2008-11-25 00:00:00.000,203,5,1,CR,2.0,90000.0,
3172,2008-12-03 00:00:00.000,306,19,1,CN,1.0,300000.0,
3174,2008-12-10 00:00:00.000,224,44,8,CN,4.0,95920.0,
3175,2008-12-11 00:00:00.000,466,45,1,CN,2.0,65980.0,
3176,2008-12-11 00:00:00.000,324,5,1,CN,3.0,135000.0,
3181,2008-12-22 00:00:00.000,409,20,10,CR,4.0,443600.0,
3187,2009-01-12 00:00:00.000,232,23,10,CN,2.0,281800.0,
3208,2009-04-30 00:00:00.000,421,20,10,CR,4.0,443600.0,
3213,2009-05-20 00:00:00.000,239,36,1,CR,3.0,1077000.0,
3215,2009-05-26 00:00:00.000,398,33,1,CN,2.0,378000.0,
3217,2009-06-07 00:00:00.000,386,4,1,CN,3.0,92700.0,
3218,2009-06-10 00:00:00.000,6,24,8,CN,2.0,301800.0,
3220,2009-06-26 00:00:00.000,383,26,10,CR,4.0,724000.0,
3227,2009-07-29 00:00:00.000,267,43,8,CR,4.0,55920.0,
3239,2009-10-06 00:00:00.000,345,18,8,CR,2.0,518000.0,
3241,2009-10-22 00:00:00.000,372,19,10,CR,1.0,300000.0,
3243,2009-11-06 00:00:00.000,287,2,8,CN,3.0,164700.0,
3246,2009-11-16 00:00:00.000,409,30,10,CN,2.0,480000.0,
3252,2009-12-10 00:00:00.000,353,8,10,CR,3.0,389700.0,
3256,2010-01-06 00:00:00.000,257,5,10,CN,1.0,45000.0,
3257,2010-01-12 00:00:00.000,215,4,2,CN,2.0,61800.0,
3258,2010-01-23 00:00:00.000,282,2,11,CN,4.0,219600.0,
3259,2010-01-27 00:00:00.000,404,18,1,CN,1.0,259000.0,
3260,2010-01-31 00:00:00.000,272,11,5,CN,1.0,159900.0,
3261,2010-02-01 00:00:00.000,453,3,7,CN,2.0,137800.0,
3262,2010-02-03 00:00:00.000,450,14,5,CR,4.0,800000.0,
3263,2010-02-09 00:00:00.000,353,37,1,CR,3.0,957000.0,
3264,2010-02-15 00:00:00.000,353,23,12,CR,4.0,563600.0,
3265,2010-02-22 00:00:00.000,450,18,10,CR,4.0,1036000.0,
3266,2010-03-03 00:00:00.000,462,38,12,CR,2.0,9980.0,
3267,2010-03-05 00:00:00.000,232,29,12,CR,2.0,420000.0,
3268,2010-03-10 00:00:00.000,281,19,1,CR,3.0,900000.0,
3269,2010-03-10 00:00:00.000,271,40,1,CR,3.0,62970.0,
3270,2010-03-11 00:00:00.000,292,19,4,CN,2.0,600000.0,
3271,2010-03-20 00:00:00.000,342,10,11,CN,4.0,476000.0,
3272,2010-03-29 00:00:00.000,306,3,9,CN,4.0,275600.0,
3273,2010-04-04 00:00:00.000,323,10,8,CN,3.0,357000.0,
3274,2010-04-05 00:00:00.000,4,12,8,CN,3.0,509700.0,
3275,2010-04-07 00:00:00.000,402,2,3,CN,2.0,109800.0,
3276,2010-04-11 00:00:00.000,421,10,5,CR,2.0,238000.0,
3277,2010-04-15 00:00:00.000,211,37,2,CR,3.0,957000.0,
3278,2010-04-18 00:00:00.000,261,39,7,CR,2.0,21980.0,
3279,2010-04-24 00:00:00.000,292,39,3,CR,4.0,43960.0,
3280,2010-04-30 00:00:00.000,253,33,10,CR,4.0,756000.0,
3281,2010-05-11 00:00:00.000,306,5,4,CR,3.0,135000.0,
3282,2010-05-22 00:00:00.000,394,34,3,CR,1.0,199000.0,
3283,2010-05-27 00:00:00.000,375,16,6,CR,3.0,627000.0,
3284,2010-06-03 00:00:00.000,385,42,2,CN,2.0,15960.0,
3285,2010-06-06 00:00:00.000,409,27,4,CN,3.0,513000.0,
3286,2010-06-17 00:00:00.000,267,5,8,CN,4.0,180000.0,
3287,2010-06-20 00:00:00.000,421,5,9,CN,4.0,180000.0,
3288,2010-06-20 00:00:00.000,201,8,5,CN,2.0,259800.0,
3289,2010-06-28 00:00:00.000,207,39,10,CN,2.0,21980.0,
3290,2010-07-09 00:00:00.000,408,26,5,CR,1.0,181000.0,
3291,2010-07-11 00:00:00.000,216,28,8,CR,2.0,380000.0,
3292,2010-07-20 00:00:00.000,422,40,7,CR,3.0,62970.0,
3293,2010-07-25 00:00:00.000,222,43,9,CR,4.0,55920.0,
3294,2010-08-03 00:00:00.000,226,1,9,CR,1.0,39900.0,
3295,2010-08-03 00:00:00.000,257,32,3,CR,4.0,1036000.0,
3296,2010-08-09 00:00:00.000,433,12,8,CR,4.0,679600.0,
3297,2010-08-09 00:00:00.000,240,6,11,CR,3.0,165000.0,
3298,2010-08-17 00:00:00.000,459,20,8,CN,3.0,332700.0,
3299,2010-08-23 00:00:00.000,3,3,10,CN,4.0,275600.0,
3300,2010-09-02 00:00:00.000,265,13,8,CN,4.0,639600.0,
3301,2010-09-10 00:00:00.000,239,29,8,CN,4.0,840000.0,
3302,2010-09-20 00:00:00.000,457,44,6,CN,4.0,95920.0,
3303,2010-09-25 00:00:00.000,266,14,11,CN,1.0,200000.0,
3304,2010-10-05 00:00:00.000,244,11,10,CR,1.0,159900.0,
3305,2010-10-09 00:00:00.000,216,42,4,CR,2.0,15960.0,
3306,2010-10-20 00:00:00.000,372,12,3,CR,4.0,679600.0,
3307,2010-10-29 00:00:00.000,374,4,4,CR,2.0,61800.0,
3308,2010-10-31 00:00:00.000,342,45,3,CR,3.0,98970.0,
3309,2010-11-01 00:00:00.000,306,21,1,CR,3.0,362700.0,
3310,2010-11-05 00:00:00.000,217,9,4,CR,1.0,139900.0,
3311,2010-11-10 00:00:00.000,288,15,4,CR,3.0,570000.0,
3312,2010-11-12 00:00:00.000,201,29,11,CN,1.0,210000.0,
3313,2010-11-21 00:00:00.000,203,29,10,CN,3.0,630000.0,
3314,2010-12-01 00:00:00.000,294,3,2,CN,4.0,275600.0,
3315,2010-12-10 00:00:00.000,409,7,1,CN,4.0,280000.0,
3316,2010-12-16 00:00:00.000,423,14,9,CN,2.0,400000.0,
3317,2010-12-16 00:00:00.000,462,34,11,CN,3.0,597000.0,
3318,2010-12-20 00:00:00.000,342,39,11,CR,3.0,32970.0,
3319,2010-12-20 00:00:00.000,4,15,12,CR,3.0,570000.0,
3320,2010-12-26 00:00:00.000,323,21,6,CR,3.0,362700.0,
3321,2010-12-30 00:00:00.000,2,23,1,CR,3.0,422700.0,
3322,2011-01-08 00:00:00.000,268,21,6,CR,2.0,241800.0,
3323,2011-01-10 00:00:00.000,339,27,2,CR,4.0,684000.0,
3324,2011-01-14 00:00:00.000,394,18,8,CR,2.0,518000.0,
3325,2011-01-25 00:00:00.000,216,15,6,CR,1.0,190000.0,
3326,2011-01-28 00:00:00.000,353,26,6,CN,1.0,181000.0,
3327,2011-02-01 00:00:00.000,409,10,10,CN,4.0,476000.0,
3328,2011-02-06 00:00:00.000,404,12,11,CN,1.0,169900.0,
3329,2011-02-09 00:00:00.000,275,18,4,CN,4.0,1036000.0,
3330,2011-02-19 00:00:00.000,408,31,1,CN,3.0,843000.0,
3331,2011-02-19 00:00:00.000,208,4,7,CN,1.0,30900.0,
3332,2011-02-22 00:00:00.000,222,10,11,CR,1.0,119000.0,
3333,2011-02-25 00:00:00.000,263,45,8,CR,1.0,32990.0,
3334,2011-02-25 00:00:00.000,462,30,2,CR,1.0,240000.0,
3335,2011-02-28 00:00:00.000,385,41,3,CR,2.0,60000.0,
3336,2011-03-01 00:00:00.000,271,24,6,CR,4.0,603600.0,
3337,2011-03-01 00:00:00.000,329,41,3,CR,2.0,60000.0,
3338,2011-03-10 00:00:00.000,207,5,7,CR,2.0,90000.0,
3339,2011-03-12 00:00:00.000,374,2,12,CR,1.0,54900.0,
3340,2011-03-18 00:00:00.000,359,10,10,CN,2.0,238000.0,
3341,2011-03-24 00:00:00.000,329,22,12,CN,3.0,300000.0,
3342,2011-03-30 00:00:00.000,5,14,5,CN,4.0,800000.0,
3343,2011-04-01 00:00:00.000,324,26,3,CN,3.0,543000.0,
3344,2011-04-08 00:00:00.000,392,31,1,CN,3.0,843000.0,
3345,2011-04-13 00:00:00.000,292,39,3,CN,1.0,10990.0,
3346,2011-04-19 00:00:00.000,466,9,2,CR,3.0,419700.0,
3347,2011-04-28 00:00:00.000,6,15,11,CR,3.0,570000.0,
3348,2011-05-02 00:00:00.000,4,38,8,CR,1.0,4990.0,
3349,2011-05-13 00:00:00.000,453,23,6,CR,4.0,563600.0,
3350,2011-05-18 00:00:00.000,442,7,2,CR,1.0,70000.0,
3351,2011-05-21 00:00:00.000,336,19,8,CR,4.0,1200000.0,
3352,2011-05-22 00:00:00.000,375,27,12,CR,3.0,513000.0,
3353,2011-05-24 00:00:00.000,253,37,12,CR,2.0,638000.0,
3354,2011-06-01 00:00:00.000,440,14,1,CN,3.0,600000.0,
3355,2011-06-08 00:00:00.000,386,16,11,CN,4.0,836000.0,
3356,2011-06-13 00:00:00.000,287,3,1,CN,2.0,137800.0,
3357,2011-06-14 00:00:00.000,353,19,2,CN,1.0,300000.0,
3358,2011-06-17 00:00:00.000,442,26,11,CN,2.0,362000.0,
3359,2011-06-22 00:00:00.000,323,18,10,CN,1.0,259000.0,
3360,2011-06-28 00:00:00.000,462,38,11,CR,1.0,4990.0,
3361,2011-07-08 00:00:00.000,232,44,12,CR,2.0,47960.0,
3362,2011-07-09 00:00:00.000,327,14,5,CR,1.0,200000.0,
3363,2011-07-09 00:00:00.000,421,13,7,CR,1.0,159900.0,
3364,2011-07-11 00:00:00.000,443,21,6,CR,2.0,241800.0,
3365,2011-07-21 00:00:00.000,244,15,9,CR,4.0,760000.0,
3366,2011-07-23 00:00:00.000,355,32,5,CR,2.0,518000.0,
3367,2011-08-02 00:00:00.000,215,24,6,CR,2.0,301800.0,
3368,2011-08-06 00:00:00.000,372,17,10,CN,1.0,229000.0,
3369,2011-08-09 00:00:00.000,323,34,6,CN,3.0,597000.0,
3370,2011-08-14 00:00:00.000,459,30,3,CN,3.0,720000.0,
3371,2011-08-23 00:00:00.000,333,32,6,CN,1.0,259000.0,
3372,2011-08-28 00:00:00.000,329,44,3,CN,3.0,71940.0,
3373,2011-09-07 00:00:00.000,365,26,3,CN,4.0,724000.0,
3374,2011-09-12 00:00:00.000,3,21,11,CR,2.0,241800.0,
3375,2011-09-15 00:00:00.000,360,33,8,CR,1.0,189000.0,
3376,2011-09-21 00:00:00.000,392,24,6,CR,2.0,301800.0,
3377,2011-09-29 00:00:00.000,360,10,3,CR,4.0,476000.0,
3378,2011-10-03 00:00:00.000,364,6,7,CR,2.0,110000.0,
3379,2011-10-09 00:00:00.000,443,29,8,CR,3.0,630000.0,
3380,2011-10-20 00:00:00.000,266,34,5,CR,3.0,597000.0,
3381,2011-10-28 00:00:00.000,217,42,4,CR,2.0,15960.0,
3382,2011-10-28 00:00:00.000,302,40,4,CN,2.0,41980.0,
3383,2011-11-07 00:00:00.000,288,26,9,CN,4.0,724000.0,
3384,2011-11-16 00:00:00.000,348,18,8,CN,4.0,1036000.0,
3385,2011-11-22 00:00:00.000,232,43,10,CN,3.0,41940.0,
3386,2011-11-23 00:00:00.000,250,17,8,CN,2.0,458000.0,
3387,2011-12-03 00:00:00.000,433,30,8,CN,4.0,960000.0,
3388,2011-12-05 00:00:00.000,398,15,7,CR,3.0,570000.0,
3389,2011-12-09 00:00:00.000,333,18,11,CR,3.0,777000.0,
3390,2011-12-17 00:00:00.000,392,7,5,CR,1.0,70000.0,
3391,2011-12-21 00:00:00.000,217,37,4,CR,2.0,638000.0,
3392,2011-12-25 00:00:00.000,442,11,10,CR,4.0,639600.0,
3393,2012-01-02 00:00:00.000,431,10,5,CR,3.0,357000.0,
3394,2012-01-12 00:00:00.000,278,13,8,CR,4.0,639600.0,
3395,2012-01-15 00:00:00.000,208,8,2,CR,2.0,259800.0,
3396,2012-01-26 00:00:00.000,440,20,10,CN,4.0,443600.0,
3397,2012-02-01 00:00:00.000,367,40,7,CN,4.0,83960.0,
3398,2012-02-04 00:00:00.000,421,22,2,CN,1.0,100000.0,
3399,2012-02-12 00:00:00.000,232,21,11,CN,1.0,120900.0,
3400,2012-02-23 00:00:00.000,459,44,3,CN,4.0,95920.0,
3401,2012-02-25 00:00:00.000,364,22,1,CN,2.0,200000.0,
3402,2012-03-05 00:00:00.000,385,22,9,CR,2.0,200000.0,
3403,2012-03-10 00:00:00.000,423,7,5,CR,3.0,210000.0,
3404,2012-03-17 00:00:00.000,450,3,11,CR,4.0,275600.0,
3405,2012-03-18 00:00:00.000,226,2,10,CR,1.0,54900.0,
3406,2012-03-28 00:00:00.000,257,23,3,CR,2.0,281800.0,
3407,2012-04-03 00:00:00.000,350,34,7,CR,4.0,796000.0,
3408,2012-04-09 00:00:00.000,374,26,12,CR,4.0,724000.0,
3409,2012-04-20 00:00:00.000,222,25,8,CR,3.0,422700.0,
3410,2012-04-22 00:00:00.000,244,6,10,CN,4.0,220000.0,
3411,2012-05-01 00:00:00.000,469,6,12,CN,4.0,220000.0,
3412,2012-05-12 00:00:00.000,392,2,3,CN,1.0,54900.0,
3413,2012-05-14 00:00:00.000,348,9,5,CN,1.0,139900.0,
3414,2012-05-23 00:00:00.000,409,4,8,CN,4.0,123600.0,
3415,2012-05-31 00:00:00.000,408,41,6,CN,3.0,90000.0,
3416,2012-06-05 00:00:00.000,353,31,3,CR,4.0,1124000.0,
3417,2012-06-09 00:00:00.000,334,19,1,CR,2.0,600000.0,
3418,2012-06-16 00:00:00.000,408,28,6,CR,1.0,190000.0,
3419,2012-06-16 00:00:00.000,323,37,7,CR,2.0,638000.0,
3420,2012-06-20 00:00:00.000,304,9,9,CR,3.0,419700.0,
3421,2012-06-25 00:00:00.000,253,11,6,CR,3.0,479700.0,
3422,2012-07-06 00:00:00.000,211,37,12,CR,1.0,319000.0,
3423,2012-07-14 00:00:00.000,391,44,12,CR,2.0,47960.0,
3424,2012-07-22 00:00:00.000,281,39,12,CN,3.0,32970.0,
3425,2012-07-31 00:00:00.000,342,20,8,CN,3.0,332700.0,
3426,2012-08-01 00:00:00.000,266,7,5,CN,4.0,280000.0,
3427,2012-08-03 00:00:00.000,443,15,5,CN,4.0,760000.0,
3428,2012-08-09 00:00:00.000,383,25,8,CN,4.0,563600.0,
3429,2012-08-13 00:00:00.000,350,28,9,CN,2.0,380000.0,
3430,2012-08-22 00:00:00.000,266,31,5,CR,3.0,843000.0,
3431,2012-08-30 00:00:00.000,443,35,12,CR,3.0,657000.0,
3432,2012-09-09 00:00:00.000,372,20,2,CR,1.0,110900.0,
3433,2012-09-19 00:00:00.000,404,2,4,CR,3.0,164700.0,
3434,2012-09-25 00:00:00.000,253,35,8,CR,3.0,657000.0,
3435,2012-10-02 00:00:00.000,6,41,3,CR,4.0,120000.0,
3436,2012-10-09 00:00:00.000,399,15,8,CR,4.0,760000.0,
3437,2012-10-13 00:00:00.000,287,11,1,CR,2.0,319800.0,
3438,2012-10-14 00:00:00.000,329,22,4,CN,4.0,400000.0,
3439,2012-10-24 00:00:00.000,4,17,11,CN,1.0,229000.0,
3440,2012-10-31 00:00:00.000,276,43,4,CN,2.0,27960.0,
3441,2012-11-06 00:00:00.000,459,6,4,CN,1.0,55000.0,
3442,2012-11-17 00:00:00.000,253,17,10,CN,1.0,229000.0,
3443,2012-11-20 00:00:00.000,410,10,3,CN,2.0,238000.0,
3444,2012-11-28 00:00:00.000,350,39,6,CR,2.0,21980.0,
3445,2012-12-01 00:00:00.000,459,45,5,CR,3.0,98970.0,
3447,2000-02-06 00:00:00.000,205,40,1,CN,3.0,62970.0,
3448,2000-03-10 00:00:00.000,374,29,8,CN,3.0,630000.0,
3451,2000-04-04 00:00:00.000,272,45,8,CR,4.0,131960.0,
3454,2000-05-03 00:00:00.000,409,9,8,CR,2.0,279800.0,
3460,2000-06-01 00:00:00.000,462,27,10,CN,4.0,684000.0,
3461,2000-06-05 00:00:00.000,324,40,1,CN,3.0,62970.0,
3466,2000-06-27 00:00:00.000,263,34,1,CR,3.0,597000.0,
3469,2000-07-23 00:00:00.000,459,1,1,CR,3.0,119700.0,
3471,2000-08-08 00:00:00.000,5,11,8,CR,2.0,319800.0,
3474,2000-09-04 00:00:00.000,443,41,10,CN,4.0,120000.0,
3478,2000-09-20 00:00:00.000,208,22,8,CN,4.0,400000.0,
3486,2000-11-12 00:00:00.000,443,15,8,CR,2.0,380000.0,
3492,2000-12-11 00:00:00.000,294,41,8,CN,1.0,30000.0,
3498,2001-01-09 00:00:00.000,386,11,8,CR,2.0,319800.0,
3503,2001-01-26 00:00:00.000,211,28,10,CN,3.0,570000.0,
3508,2001-02-18 00:00:00.000,288,42,1,CR,1.0,7980.0,
3514,2001-03-21 00:00:00.000,278,17,8,CR,3.0,687000.0,
3526,2001-05-31 00:00:00.000,398,19,1,CR,4.0,1200000.0,
3528,2001-06-11 00:00:00.000,276,42,10,CR,1.0,7980.0,
3529,2001-06-17 00:00:00.000,359,38,10,CN,4.0,19960.0,
3532,2001-07-02 00:00:00.000,222,18,8,CN,4.0,1036000.0,
3533,2001-07-09 00:00:00.000,374,40,10,CN,1.0,20990.0,
3534,2001-07-17 00:00:00.000,385,33,8,CN,2.0,378000.0,
3545,2001-09-18 00:00:00.000,462,7,8,CN,3.0,210000.0,
3557,2001-11-23 00:00:00.000,292,2,8,CN,2.0,109800.0,
3564,2001-12-27 00:00:00.000,388,34,10,CR,1.0,199000.0,
3566,2002-01-11 00:00:00.000,353,31,10,CR,2.0,562000.0,
3567,2002-01-19 00:00:00.000,288,8,1,CR,3.0,389700.0,
3576,2002-02-25 00:00:00.000,345,24,10,CN,3.0,452700.0,
3579,2002-03-05 00:00:00.000,421,24,10,CR,4.0,603600.0,
3583,2002-03-23 00:00:00.000,342,29,10,CR,1.0,210000.0,
3602,2002-07-14 00:00:00.000,373,21,1,CN,4.0,483600.0,
3604,2002-08-02 00:00:00.000,208,2,8,CN,1.0,54900.0,
3605,2002-08-12 00:00:00.000,216,31,1,CR,2.0,562000.0,
3611,2002-09-09 00:00:00.000,6,2,10,CR,4.0,219600.0,
3616,2002-10-01 00:00:00.000,394,5,8,CN,2.0,90000.0,
3623,2002-10-22 00:00:00.000,386,18,1,CR,4.0,1036000.0,
3626,2002-11-14 00:00:00.000,409,17,8,CR,1.0,229000.0,
3633,2003-01-07 00:00:00.000,263,39,8,CR,3.0,32970.0,
3638,2003-02-05 00:00:00.000,287,11,1,CR,1.0,159900.0,
3639,2003-02-16 00:00:00.000,6,25,1,CR,3.0,422700.0,
3644,2003-03-17 00:00:00.000,355,19,10,CN,4.0,1200000.0,
3648,2003-03-29 00:00:00.000,450,11,1,CR,2.0,319800.0,
3649,2003-04-01 00:00:00.000,402,29,10,CR,2.0,420000.0,
3657,2003-05-08 00:00:00.000,402,36,10,CN,4.0,1436000.0,
3670,2003-07-29 00:00:00.000,453,4,1,CN,3.0,92700.0,
3671,2003-08-08 00:00:00.000,366,44,1,CN,4.0,95920.0,
3672,2003-08-15 00:00:00.000,410,27,10,CN,2.0,342000.0,
3688,2003-11-16 00:00:00.000,215,29,8,CN,2.0,420000.0,
3695,2003-12-22 00:00:00.000,244,13,1,CR,3.0,479700.0,
3699,2004-01-11 00:00:00.000,333,45,10,CN,2.0,65980.0,
3706,2004-02-12 00:00:00.000,370,39,8,CR,1.0,10990.0,
3715,2004-04-08 00:00:00.000,294,35,1,CN,3.0,657000.0,
3716,2004-04-12 00:00:00.000,453,33,1,CN,3.0,567000.0,
3719,2004-04-25 00:00:00.000,266,4,1,CR,3.0,92700.0,
3720,2004-05-05 00:00:00.000,323,7,8,CR,2.0,140000.0,
3723,2004-05-15 00:00:00.000,203,14,1,CR,1.0,200000.0,
3725,2004-05-31 00:00:00.000,431,20,8,CN,4.0,443600.0,
3726,2004-06-06 00:00:00.000,287,30,1,CN,1.0,240000.0,
3729,2004-06-27 00:00:00.000,431,27,1,CN,3.0,513000.0,
3738,2004-07-21 00:00:00.000,221,29,8,CR,3.0,630000.0,
3746,2004-08-23 00:00:00.000,4,21,1,CR,1.0,120900.0,
3749,2004-09-17 00:00:00.000,466,29,1,CR,2.0,420000.0,
3754,2004-10-11 00:00:00.000,4,15,1,CN,1.0,190000.0,
3758,2004-11-08 00:00:00.000,5,45,1,CN,3.0,98970.0,
3772,2004-12-29 00:00:00.000,322,12,1,CN,1.0,169900.0,
3776,2005-01-15 00:00:00.000,319,39,10,CR,1.0,10990.0,
3778,2005-01-22 00:00:00.000,345,15,8,CR,3.0,570000.0,
3783,2005-02-08 00:00:00.000,450,21,8,CN,1.0,120900.0,
3796,2005-03-25 00:00:00.000,462,37,10,CN,3.0,957000.0,
3807,2005-06-11 00:00:00.000,399,44,8,CR,4.0,95920.0,
3808,2005-06-22 00:00:00.000,359,7,8,CR,2.0,140000.0,
3819,2005-08-28 00:00:00.000,232,5,1,CR,1.0,45000.0,
3821,2005-09-18 00:00:00.000,388,24,1,CR,3.0,452700.0,
3826,2005-10-14 00:00:00.000,421,27,1,CN,3.0,513000.0,
3836,2005-11-28 00:00:00.000,304,29,10,CR,2.0,420000.0,
3839,2005-12-10 00:00:00.000,276,24,10,CN,1.0,150900.0,
3841,2005-12-25 00:00:00.000,292,1,8,CN,2.0,79800.0,
3842,2006-01-03 00:00:00.000,462,41,8,CN,1.0,30000.0,
3848,2006-01-30 00:00:00.000,324,15,10,CR,4.0,760000.0,
3850,2006-02-05 00:00:00.000,253,45,10,CR,2.0,65980.0,
3852,2006-02-27 00:00:00.000,304,25,8,CN,1.0,140900.0,
3859,2006-04-04 00:00:00.000,329,22,1,CR,4.0,400000.0,
3860,2006-04-10 00:00:00.000,232,30,1,CR,3.0,720000.0,
3865,2006-05-10 00:00:00.000,384,21,10,CN,2.0,241800.0,
3870,2006-06-15 00:00:00.000,3,27,8,CN,1.0,171000.0,
3881,2006-08-29 00:00:00.000,443,31,8,CN,4.0,1124000.0,
3893,2006-10-17 00:00:00.000,265,5,1,CN,2.0,90000.0,
3896,2006-11-01 00:00:00.000,239,7,10,CN,2.0,140000.0,
3900,2006-11-14 00:00:00.000,257,4,8,CR,4.0,123600.0,
3906,2006-12-29 00:00:00.000,222,17,10,CR,4.0,916000.0,
3913,2007-02-07 00:00:00.000,292,23,8,CR,3.0,422700.0,
3922,2007-03-25 00:00:00.000,409,23,8,CN,1.0,140900.0,
3924,2007-04-07 00:00:00.000,306,21,1,CN,4.0,483600.0,
3926,2007-04-16 00:00:00.000,239,1,8,CN,1.0,39900.0,
3934,2007-05-22 00:00:00.000,323,29,8,CR,1.0,210000.0,
3943,2007-07-13 00:00:00.000,333,19,8,CR,2.0,600000.0,
3944,2007-07-21 00:00:00.000,218,12,8,CR,3.0,509700.0,
3951,2007-08-19 00:00:00.000,322,23,10,CN,4.0,563600.0,
3953,2007-09-08 00:00:00.000,324,33,10,CN,1.0,189000.0,
3954,2007-09-18 00:00:00.000,304,2,8,CN,3.0,164700.0,
3958,2007-10-07 00:00:00.000,374,20,8,CR,1.0,110900.0,
3960,2007-10-21 00:00:00.000,294,22,10,CR,4.0,400000.0,
3965,2007-11-14 00:00:00.000,402,7,8,CN,4.0,280000.0,
3966,2007-11-16 00:00:00.000,375,37,8,CN,4.0,1276000.0,
3967,2007-11-21 00:00:00.000,275,42,8,CN,4.0,31920.0,
3970,2007-11-29 00:00:00.000,215,34,1,CR,3.0,597000.0,
3972,2007-12-14 00:00:00.000,345,8,8,CR,4.0,519600.0,
3976,2008-01-06 00:00:00.000,388,30,8,CR,1.0,240000.0,
3977,2008-01-16 00:00:00.000,459,1,10,CN,2.0,79800.0,
3979,2008-01-21 00:00:00.000,462,32,10,CN,1.0,259000.0,
3980,2008-01-29 00:00:00.000,440,7,10,CN,1.0,70000.0,
3983,2008-02-12 00:00:00.000,459,8,1,CR,4.0,519600.0,
3984,2008-02-17 00:00:00.000,360,14,10,CR,1.0,200000.0,
3998,2008-05-10 00:00:00.000,271,1,8,CR,2.0,79800.0,
4003,2008-06-22 00:00:00.000,287,19,8,CR,1.0,300000.0,
4007,2008-07-12 00:00:00.000,333,28,10,CN,1.0,190000.0,
4009,2008-07-24 00:00:00.000,365,1,1,CN,2.0,79800.0,
4013,2008-08-13 00:00:00.000,388,7,8,CR,2.0,140000.0,
4014,2008-08-16 00:00:00.000,203,8,8,CR,2.0,259800.0,
4021,2008-09-28 00:00:00.000,298,12,1,CN,1.0,169900.0,
4030,2008-11-14 00:00:00.000,217,11,8,CR,4.0,639600.0,
4033,2008-12-03 00:00:00.000,423,45,8,CN,3.0,98970.0,
4034,2008-12-09 00:00:00.000,224,5,1,CN,4.0,180000.0,
4041,2008-12-20 00:00:00.000,450,4,8,CR,3.0,92700.0,
4043,2008-12-22 00:00:00.000,323,25,8,CR,2.0,281800.0,
4047,2009-01-07 00:00:00.000,226,24,8,CN,2.0,301800.0,
4053,2009-01-29 00:00:00.000,329,10,10,CR,4.0,476000.0,
4060,2009-02-28 00:00:00.000,226,34,8,CR,3.0,597000.0,
4063,2009-03-26 00:00:00.000,459,29,1,CN,1.0,210000.0,
